version,currency,min,max,avg,median,volume,souvenir,stat_trak,weapon,skin,condition
,USD,95.17,120.36,109.74,109.8,7,False,False,M4A4,Dark Blossom,4
,USD,3.46,6.64,4.85,4.93,39,False,False,AK-47,Rat Rod,2
,USD,1.31,1.37,1.35,1.35,2,True,False,Souvenir M4A4,Mainframe,1
,USD,8.19,13.44,9.69,9.29,26,False,False,AK-47,Rat Rod,3
,USD,5.79,5.79,5.79,5.79,1,False,False,Sticker,Hello AK-47,Gold
,USD,9.87,15.43,12.78,13.01,11,False,False,AK-47,Baroque Purple,3
,USD,7075.16,7075.16,7075.16,7075.16,1,False,False,AWP,Gungnir,1
,USD,5.49,7.32,6.29,6.34,13,False,False,AK-47,Baroque Purple,2
,USD,4.17,6.36,5.11,4.98,12,False,False,AK-47,Rat Rod,0
,USD,65.88,87.25,80.92,82.7,9,False,False,AK-47,Rat Rod,4
,USD,77.59,116.07,95.42,95.2,40,False,False,AWP,Containment Breach,2
,USD,15.72,24.43,17.85,16.75,6,False,False,M4A4,Dark Blossom,2
,USD,20.35,27.29,23.41,23.94,11,False,False,M4A4,Dark Blossom,3
,USD,46.43,65.07,55.4,55.21,21,False,False,AWP,Containment Breach,1
,USD,15.09,21.22,18.19,18.27,9,False,True,StatTrak™ AK-47,Rat Rod,3
,USD,38.12,55.76,49.58,49.83,10,False,False,AWP,Containment Breach,0
,USD,327.72,348.2,337.27,335.92,3,False,True,StatTrak™ AWP,Containment Breach,3
,USD,83.53,112.58,100.23,99.69,8,False,False,AK-47,Baroque Purple,4
,USD,12.19,21.77,14.37,13.71,11,False,True,StatTrak™ AK-47,Rat Rod,2
,USD,5.07,6.38,5.76,5.8,7,False,False,AK-47,Baroque Purple,1
,USD,255.34,377.21,321.36,342.16,13,False,True,StatTrak™ AWP,Wildfire,4
,USD,1739.06,2471.02,2030.22,1955.39,4,False,False,AWP,The Prince,2
,USD,159.59,278.56,191.19,186.1,28,False,False,AWP,Containment Breach,3
,USD,46.43,60.56,54.42,58.02,5,False,True,StatTrak™ AK-47,Rat Rod,4
,USD,158.89,243.72,196.59,187.14,3,False,True,StatTrak™ AWP,Containment Breach,2
,USD,3224.55,3224.55,3224.55,3224.55,1,False,False,AWP,The Prince,4
,USD,1.32,2.5700000000000003,2.07,2.1,51,False,True,StatTrak™ AWP,Capillary,2
,USD,92.67,92.67,92.67,92.67,1,False,True,StatTrak™ AK-47,Neon Rider,1
,USD,4.68,9.87,6.01,5.97,161,False,False,AK-47,Phantom Disruptor,2
,USD,23.97,36.92,29.91,30.17,31,False,False,AK-47,Phantom Disruptor,4
,USD,6.57,12.2,9.04,9.03,114,False,False,AK-47,Phantom Disruptor,3
,USD,0.7000000000000001,1.43,1.16,1.18,68,False,False,AWP,Capillary,3
,USD,0.44,1.16,0.66,0.66,64,False,False,AWP,Capillary,2
,USD,4.64,8.11,6.07,5.91,13,False,False,AK-47,Phantom Disruptor,0
,USD,0.52,0.71,0.59,0.59,11,False,False,AWP,Capillary,0
,USD,0.9400000000000001,1.5899999999999999,1.2,1.11,4,False,False,AWP,Capillary,1
,USD,9.23,15.09,11.8,11.61,17,False,False,AWP,Capillary,4
,USD,2.02,9.27,3.37,3.2,53,False,True,StatTrak™ AWP,Capillary,3
,USD,1.75,2.52,2.21,2.25,9,False,True,StatTrak™ AWP,Capillary,0
,USD,5.43,7.85,6.69,6.63,8,False,False,AK-47,Phantom Disruptor,1
,USD,11.63,16.92,15.23,15.66,35,False,True,StatTrak™ AK-47,Phantom Disruptor,2
,USD,16.9,29.78,22.56,22.38,30,False,True,StatTrak™ AK-47,Phantom Disruptor,3
,USD,1.74,6.3,3.55,3.09,4,False,True,StatTrak™ AWP,Capillary,1
,USD,29.0,42.8,35.07,35.04,20,False,True,StatTrak™ AK-47,Phantom Disruptor,4
,USD,9.29,13.21,11.84,13.01,3,False,True,StatTrak™ AWP,Capillary,4
,USD,12.77,14.03,13.45,13.56,3,False,True,StatTrak™ AK-47,Phantom Disruptor,0
,USD,4.64,15.72,6.59,6.43,151,False,False,M4A4,Tooth Fairy,3
,USD,2.5300000000000002,6.72,4.03,4.0,244,False,False,M4A4,Tooth Fairy,2
,USD,9.29,19.73,13.08,13.08,55,False,True,StatTrak™ M4A4,Tooth Fairy,3
,USD,29.94,51.0,39.13,39.16,142,False,False,AK-47,Legion of Anubis,3
,USD,13.35,32.45,19.91,19.52,76,False,False,M4A4,Tooth Fairy,4
,USD,29.02,39.74,35.72,35.96,131,False,False,AK-47,Legion of Anubis,2
,USD,38.3,55.1,46.87,47.34,47,False,True,StatTrak™ AK-47,Legion of Anubis,3
,USD,5.16,10.53,7.52,7.54,75,False,True,StatTrak™ M4A4,Tooth Fairy,2
,USD,5.75,8.12,7.08,6.99,11,False,True,StatTrak™ M4A4,Tooth Fairy,0
,USD,20.26,47.12,26.27,25.55,35,False,True,StatTrak™ M4A4,Tooth Fairy,4
,USD,15.65,15.65,15.65,15.65,1,False,True,StatTrak™ AK-47,Phantom Disruptor,1
,USD,57.65,150.76,76.84,71.96,29,False,True,StatTrak™ AK-47,Legion of Anubis,4
,USD,51.07,232.13,65.33,60.28,40,False,False,AK-47,Legion of Anubis,4
,USD,30.23,46.15,37.25,37.65,27,False,True,StatTrak™ AK-47,Legion of Anubis,2
,USD,2.69,5.55,3.66,3.83,31,False,False,M4A4,Tooth Fairy,0
,USD,29.99,38.5,35.48,36.07,13,False,False,AK-47,Legion of Anubis,0
,USD,34.53,40.04,36.89,36.75,6,False,False,AK-47,Legion of Anubis,1
,USD,2658.69,2658.69,2658.69,2658.69,1,True,False,Souvenir AWP,Desert Hydra,4
,USD,2.32,4.94,4.11,4.29,11,False,False,M4A4,Tooth Fairy,1
,USD,6.96,9.63,8.32,8.33,4,False,True,StatTrak™ M4A4,Tooth Fairy,1
,USD,34.9,38.35,37.16,37.7,4,False,True,StatTrak™ AK-47,Legion of Anubis,0
,USD,21.83,36.03,26.82,26.53,29,False,False,M4A4,Cyber Security,2
,USD,46.24,82.51,60.86,58.93,19,False,False,M4A4,Cyber Security,3
,USD,823.91,1474.03,1078.53,1079.4,17,False,False,AWP,Fade,4
,USD,10.12,18.33,14.93,14.86,36,False,False,AWP,Exoskeleton,3
,USD,1275.8,1275.8,1275.8,1275.8,1,False,False,AWP,Desert Hydra,1
,USD,4.18,9.87,5.91,5.85,83,False,False,AWP,Exoskeleton,2
,USD,18.95,22.41,20.82,21.01,6,False,False,M4A4,Cyber Security,1
,USD,101.08,101.08,101.08,101.08,1,False,True,StatTrak™ AK-47,Leet Museo,1
,USD,15.02,17.41,16.17,16.24,7,False,False,M4A4,Global Offensive,2
,USD,255.34,330.5,292.92,292.92,2,False,True,StatTrak™ AK-47,Leet Museo,4
,USD,0.99,1.0,0.99,0.99,4,False,False,,,
,USD,4.5600000000000005,23.2,6.2,5.15,22,False,False,AWP,Exoskeleton,0
,USD,82.29,127.67,99.36,95.24,10,False,False,M4A4,Global Offensive,4
,USD,4.28,5.42,5.08,5.1,18,False,False,AWP,Exoskeleton,1
,USD,8.83,22.05,11.75,11.19,26,False,True,StatTrak™ AWP,Exoskeleton,2
,USD,18.65,34.82,23.36,21.23,9,False,False,M4A4,Global Offensive,3
,USD,12.7,18.71,16.2,16.25,29,False,True,StatTrak™ AWP,Exoskeleton,3
,USD,18.57,18.57,18.57,18.57,1,False,False,M4A4,Cyber Security,0
,USD,60.26,85.21,72.12,71.59,6,False,True,StatTrak™ M4A4,Cyber Security,3
,USD,39.98,46.41,43.03,41.52,7,False,True,StatTrak™ AWP,Exoskeleton,4
,USD,149.75,232.13,194.64,197.31,11,False,False,M4A4,Cyber Security,4
,USD,50.63,70.63,59.12,58.03,31,False,False,AWP,Exoskeleton,4
,USD,16.5,16.81,16.66,16.66,2,False,False,M4A4,Global Offensive,0
,USD,30.18,30.34,30.26,30.26,2,False,True,StatTrak™ M4A4,Cyber Security,1
,USD,10.72,12.48,11.57,11.59,5,False,True,StatTrak™ AWP,Exoskeleton,0
,USD,28.9,38.71,34.62,35.09,9,False,True,StatTrak™ M4A4,Cyber Security,2
Tier 1,USD,1067.31,1067.31,1067.31,1067.31,1,False,False,AK-47,Case Hardened,0
Tier 1,USD,2650.33,2650.33,2650.33,2650.33,1,False,False,AK-47,Case Hardened,2
,USD,406.23,507.99,476.31,488.42,6,False,False,AK-47,Panthera onca,4
,USD,421.14,603.54,515.15,517.97,4,False,False,AK-47,X-Ray,1
,USD,949.33,1238.43,1098.75,1108.51,3,True,False,Souvenir AWP,Desert Hydra,0
,USD,0.64,0.78,0.71,0.71,3,False,False,,,
,USD,5.66,23.2,8.19,8.02,391,False,False,AK-47,Slate,3
,USD,3.48,18.48,5.06,4.87,401,False,False,AK-47,Slate,2
,USD,20.53,46.43,25.98,25.1,97,False,True,StatTrak™ AK-47,Slate,3
,USD,3.25,29.02,4.54,4.1,117,False,False,AK-47,Slate,0
,USD,2.77,20.97,4.65,4.36,141,False,False,AK-47,Slate,1
,USD,13.93,76.96,20.28,18.45,210,False,False,AK-47,Slate,4
,USD,25.23,46.36,33.0,33.07,51,False,False,M4A4,In Living Color,2
,USD,24.11,144.16,41.03,26.46,8,False,False,M4A4,In Living Color,0
,USD,10.84,21.67,13.85,13.93,43,False,True,StatTrak™ AK-47,Slate,1
,USD,28.06,29.7,28.81,28.71,4,False,True,StatTrak™ M4A4,In Living Color,0
,USD,12.11,34.82,16.39,16.13,110,False,True,StatTrak™ AK-47,Slate,2
,USD,42.74,62.68,52.3,51.88,38,False,False,M4A4,In Living Color,3
,USD,11.99,15.29,13.72,13.79,23,False,True,StatTrak™ AK-47,Slate,0
,USD,30.26,30.26,30.26,30.26,1,False,False,M4A4,In Living Color,1
,USD,39.08,100.05,56.59,55.56,47,False,True,StatTrak™ AK-47,Slate,4
,USD,26.78,51.9,33.9,32.9,28,False,True,StatTrak™ M4A4,In Living Color,2
,USD,46.43,94.0,62.87,62.16,26,False,True,StatTrak™ M4A4,In Living Color,3
,USD,117.35,174.1,132.73,131.56,21,False,False,M4A4,In Living Color,4
,USD,116.07,157.08,135.32,133.2,6,False,True,StatTrak™ M4A4,In Living Color,4
,USD,2.08,2.08,2.08,2.08,1,False,False,Sealed Graffiti,Recoil M4A4,Dust Brown
,USD,101.19,127.22,115.52,116.05,7,False,True,StatTrak™ AK-47,Leet Museo,2
,USD,290.16,468.73,381.04,352.8,19,False,False,M4A4,The Coalition,2
,USD,13.12,33.94,18.43,17.4,147,False,False,M4A4,Spider Lily,3
,USD,5.8,9.95,6.92,6.92,34,False,False,M4A4,Spider Lily,1
,USD,10.81,15.09,13.34,13.57,48,False,False,AWP,POP AWP,3
,USD,178.18,313.38,254.01,251.36,17,False,False,AK-47,Leet Museo,3
,USD,6.78,15.03,9.52,9.68,144,False,False,M4A4,Spider Lily,2
,USD,118.15,168.29,149.35,155.96,10,False,False,M4A4,The Coalition,0
,USD,154.24,263.78,192.97,189.19,11,False,False,M4A4,The Coalition,1
,USD,395.25,626.75,540.74,550.15,12,False,False,M4A4,The Coalition,3
,USD,2546.97,3945.05,2998.17,2750.32,4,False,False,AK-47,Gold Arabesque,4
,USD,477.94,559.5,525.38,529.36,5,False,False,AK-47,Leet Museo,4
,USD,57.84,86.09,70.87,69.64,65,False,False,AWP,POP AWP,4
,USD,1183.86,1584.14,1387.05,1376.14,12,False,False,AWP,Desert Hydra,2
,USD,88.73,101.32,94.89,94.76,4,False,False,AK-47,Leet Museo,1
,USD,1623.75,1717.76,1670.76,1670.76,2,False,False,M4A4,The Coalition,4
,USD,10.24,16.38,12.67,12.47,12,False,True,StatTrak™ M4A4,Spider Lily,1
,USD,75.95,150.88,112.17,112.25,24,False,False,AK-47,Green Laminate,4
,USD,115.08,324.98,220.04,220.04,2,False,False,M4A4,Red DDPAT,4
,USD,122.68,229.55,175.9,181.29,26,False,False,AK-47,Leet Museo,2
,USD,23.42,44.2,27.0,25.23,10,False,False,AK-47,Green Laminate,2
,USD,72.63,73.13,72.89,72.89,2,False,False,AK-47,Leet Museo,0
,USD,1310.8,2010.08,1713.51,1799.01,9,False,False,AK-47,Gold Arabesque,2
,USD,11.11,13.17,12.42,12.62,5,False,True,StatTrak™ M4A4,Spider Lily,0
,USD,31.43,42.24,36.69,37.07,36,False,True,StatTrak™ M4A4,Spider Lily,3
,USD,12.3,40.62,17.94,17.41,34,False,True,StatTrak™ M4A4,Spider Lily,2
,USD,22.6,59.02,37.8,37.44,14,False,False,AK-47,Green Laminate,3
,USD,5.07,6.37,5.97,6.07,19,False,False,M4A4,Spider Lily,0
,USD,25.37,71.18,35.6,28.74,6,False,False,M4A4,Red DDPAT,2
,USD,84.34,104.92,94.14,93.66,7,False,True,StatTrak™ M4A4,Spider Lily,4
,USD,151.75,176.42,161.84,153.33,5,False,True,StatTrak™ AK-47,Leet Museo,3
,USD,1508.85,2556.52,2068.03,1949.89,5,False,False,AWP,Desert Hydra,4
,USD,69.07,145.08,95.34,92.85,36,False,False,M4A4,Spider Lily,4
,USD,11.21,11.79,11.5,11.5,2,False,True,StatTrak™ AK-47,Ice Coaled,1
,USD,245.25,313.65,268.88,258.29,4,True,False,Souvenir AK-47,Panthera onca,3
,USD,107.52,129.39,118.46,118.46,2,True,False,Souvenir AK-47,Panthera onca,0
,USD,33.25,33.25,33.25,33.25,1,False,False,AWP,POP AWP,1
,USD,1238.56,1799.01,1467.7,1428.83,8,True,False,Souvenir AK-47,Gold Arabesque,2
,USD,5.44,50.41,17.41,8.32,38,True,False,Souvenir M4A4,Red DDPAT,2
,USD,9.08,69.64,21.12,15.08,58,True,False,Souvenir M4A4,Red DDPAT,3
,USD,35.03,58.02,41.85,39.09,9,True,False,Souvenir AK-47,Green Laminate,4
,USD,16.23,21.05,18.74,18.35,41,True,False,Souvenir AK-47,Green Laminate,2
,USD,20.64,80.08,34.89,29.0,39,True,False,Souvenir M4A4,Red DDPAT,4
,USD,1392.78,1877.65,1706.25,1791.79,6,True,False,Souvenir AWP,Desert Hydra,3
,USD,125.08,169.23,147.9,145.87,6,True,False,Souvenir AK-47,Panthera onca,2
,USD,15.7,34.8,22.28,22.03,19,True,False,Souvenir AK-47,Green Laminate,3
,USD,14.96,20.14,17.76,18.19,3,True,False,Souvenir AK-47,Steel Delta,4
,USD,6.52,8.3,7.42,7.4,2,True,False,Souvenir M4A4,Red DDPAT,1
,USD,1082.76,1125.33,1110.48,1120.03,5,True,False,Souvenir AWP,Desert Hydra,1
,USD,1016.28,1392.78,1141.48,1078.41,4,True,False,Souvenir AK-47,Gold Arabesque,0
Tier 2,USD,302.5,748.7,459.13,326.2,3,False,False,AK-47,Case Hardened,0
Tier 2,USD,1313.28,2785.56,2049.42,2049.42,2,False,False,AK-47,Case Hardened,4
Tier 2,USD,423.25,580.33,493.13,472.27,5,False,False,AK-47,Case Hardened,2
Tier 2,USD,1110.03,1110.03,1110.03,1110.03,1,False,True,StatTrak™ AK-47,Case Hardened,2
Tier 2,USD,470.68,812.46,629.64,576.63,6,False,False,AK-47,Case Hardened,3
,USD,53.63,89.51,70.16,69.63,134,False,False,AK-47,Nightwish,3
,USD,46.43,64.07,56.21,57.14,87,False,False,AK-47,Nightwish,1
,USD,45.03,80.7,60.04,60.26,171,False,False,AK-47,Nightwish,2
,USD,46.03,65.81,58.08,58.19,31,False,True,StatTrak™ AK-47,Nightwish,2
,USD,50.45,64.9,58.98,59.87,30,False,False,AK-47,Nightwish,0
,USD,24.55,31.69,28.82,29.19,7,False,True,StatTrak™ M4A4,Temukau,0
,USD,58.54,86.79,76.88,77.51,44,False,True,StatTrak™ AK-47,Nightwish,3
,USD,101.55,332.99,133.02,121.38,26,False,False,AK-47,Nightwish,4
,USD,45.03,62.68,53.32,54.28,9,False,True,StatTrak™ AK-47,Nightwish,1
,USD,130.21,167.98,153.84,156.82,10,False,True,StatTrak™ AK-47,Nightwish,4
Tier 2,USD,317.7,1664.69,813.56,458.27,3,False,False,AK-47,Case Hardened,1
,USD,23.21,40.39,31.21,31.01,90,False,False,AWP,Chromatic Aberration,2
,USD,2.02,10.43,2.95,2.59,23,False,True,StatTrak™ M4A4,Poly Mag,4
,USD,0.06,1.82,0.13,0.09,44,False,False,M4A4,Poly Mag,2
,USD,0.24,0.35000000000000003,0.31,0.32,23,False,True,StatTrak™ M4A4,Poly Mag,3
,USD,0.06,0.09,0.07,0.07,3,False,True,StatTrak™ M4A4,Poly Mag,0
,USD,3.2800000000000002,4.75,4.18,4.22,38,False,False,AK-47,Ice Coaled,0
,USD,4.64,29.02,8.9,8.83,304,False,False,AK-47,Ice Coaled,3
,USD,8.66,14.15,11.12,11.13,80,False,True,StatTrak™ AK-47,Ice Coaled,2
,USD,13.92,34.9,19.02,18.88,104,False,False,AK-47,Ice Coaled,4
,USD,3.39,6.93,4.78,4.75,337,False,False,AK-47,Ice Coaled,2
,USD,0.07,0.15,0.1,0.09,6,False,True,StatTrak™ M4A4,Poly Mag,1
,USD,15.36,29.02,21.19,21.21,72,False,True,StatTrak™ AK-47,Ice Coaled,3
,USD,0.14,0.26,0.21,0.21,44,False,False,M4A4,Poly Mag,3
,USD,0.06,0.09,0.08,0.07,6,False,False,M4A4,Poly Mag,1
,USD,36.08,68.08,44.6,43.79,90,False,False,AWP,Chromatic Aberration,3
,USD,4.64,7.17,5.63,5.44,10,False,False,AK-47,Ice Coaled,1
,USD,1.6099999999999999,6.95,3.09,2.79,33,False,False,M4A4,Poly Mag,4
,USD,54.1,63.79,59.7,60.35,13,False,True,StatTrak™ AWP,Chromatic Aberration,4
,USD,21.46,35.72,26.73,26.85,57,False,True,StatTrak™ AWP,Chromatic Aberration,2
,USD,33.84,139.28,45.31,43.2,31,False,True,StatTrak™ AK-47,Ice Coaled,4
,USD,10.6,10.86,10.7,10.63,3,False,True,StatTrak™ AK-47,Ice Coaled,0
,USD,29.02,46.43,36.35,36.03,41,False,True,StatTrak™ AWP,Chromatic Aberration,3
,USD,24.78,29.98,26.76,25.55,3,False,False,AWP,Chromatic Aberration,0
,USD,58.33,203.36,82.12,76.7,45,False,False,AWP,Chromatic Aberration,4
,USD,29.78,30.76,30.27,30.27,2,False,False,AWP,Chromatic Aberration,1
,USD,19.08,28.78,23.18,23.07,6,False,True,StatTrak™ AWP,Chromatic Aberration,0
,USD,29.04,29.04,29.04,29.04,1,False,True,StatTrak™ AWP,Chromatic Aberration,1
,USD,2.32,6.57,3.64,3.61,297,False,False,AWP,Duality,2
,USD,42.12,70.85,53.47,52.23,75,False,False,AK-47,Head Shot,3
,USD,12.64,40.62,17.79,16.68,74,False,False,AWP,Duality,4
,USD,20.3,45.47,31.95,31.43,112,False,False,AK-47,Head Shot,2
,USD,26.94,79.41,38.61,37.87,120,False,True,StatTrak™ M4A4,Temukau,2
,USD,112.14,198.69,134.21,133.16,60,False,False,M4A4,Temukau,4
,USD,22.01,58.35,36.0,35.39,283,False,False,M4A4,Temukau,2
,USD,4.64,14.91,6.45,6.24,220,False,False,AWP,Duality,3
,USD,81.72,150.87,100.87,95.3,55,False,True,StatTrak™ M4A4,Temukau,3
,USD,5.32,8.84,6.72,6.85,75,False,True,StatTrak™ AWP,Duality,2
,USD,2.33,5.0,3.38,3.46,48,False,False,AWP,Duality,0
,USD,9.26,13.92,11.86,11.77,68,False,True,StatTrak™ AWP,Duality,3
,USD,51.06,126.51,66.87,65.59,232,False,False,M4A4,Temukau,3
,USD,23.54,33.43,28.9,28.45,43,False,False,AK-47,Head Shot,1
,USD,24.39,31.59,28.68,28.76,20,False,True,StatTrak™ AK-47,Head Shot,1
,USD,187.17,337.74,234.79,225.56,15,False,True,StatTrak™ M4A4,Temukau,4
,USD,22.76,31.92,28.01,28.39,22,False,False,M4A4,Temukau,0
,USD,2.9,4.22,3.55,3.55,14,False,False,AWP,Duality,1
,USD,23.21,31.34,27.5,27.45,36,False,False,AK-47,Head Shot,0
,USD,88.86,303.5,137.91,117.23,12,False,False,AK-47,Head Shot,4
,USD,27.28,104.46,34.29,33.66,82,False,True,StatTrak™ AK-47,Head Shot,2
,USD,23.21,30.17,27.47,27.51,16,False,True,StatTrak™ AK-47,Head Shot,0
,USD,5.35,7.0,6.38,6.59,14,False,True,StatTrak™ AWP,Duality,0
,USD,114.93,196.03,145.88,138.65,6,False,True,StatTrak™ AK-47,Head Shot,4
,USD,21.99,74.65,29.11,28.24,31,False,True,StatTrak™ AWP,Duality,4
,USD,43.25,70.79,53.1,52.16,68,False,True,StatTrak™ AK-47,Head Shot,3
,USD,23.83,35.93,29.6,29.32,4,False,True,StatTrak™ M4A4,Temukau,1
,USD,1.78,4.98,2.45,2.45,49,False,False,AK-47,Steel Delta,2
,USD,580.33,847.26,704.75,707.64,9,False,False,M4A4,Eye of Horus,3
,USD,2.41,6.55,3.46,3.18,30,False,False,AK-47,Steel Delta,0
,USD,2.76,5.8,3.84,3.73,180,False,False,AWP,Black Nile,2
,USD,2.69,5.59,4.48,4.69,40,False,False,AK-47,Steel Delta,3
,USD,4.33,11.79,6.73,6.53,180,False,False,AWP,Black Nile,3
,USD,29.02,50.19,36.4,36.33,77,False,False,AWP,Black Nile,4
,USD,335.43,615.14,418.65,426.13,19,False,False,M4A4,Eye of Horus,2
,USD,17.41,30.77,25.67,25.53,57,False,False,AK-47,Steel Delta,4
,USD,159.32,239.09,190.58,181.55,6,False,False,M4A4,Eye of Horus,0
,USD,2.54,95.17,7.2,4.46,43,False,False,AWP,Black Nile,0
,USD,2.65,3.46,3.05,3.05,2,False,False,AK-47,Steel Delta,1
,USD,12.92,20.88,17.14,17.4,20,True,False,Souvenir AWP,Black Nile,3
,USD,8.66,19.72,11.69,10.57,7,True,False,Souvenir AWP,Black Nile,0
,USD,7.54,12.07,9.62,9.19,16,True,False,Souvenir AWP,Black Nile,2
,USD,6.01,8.08,7.52,7.75,7,True,False,Souvenir AK-47,Steel Delta,3
,USD,27.86,31.92,29.89,29.89,2,True,False,Souvenir AWP,Black Nile,4
,USD,254.83,329.14,300.24,304.45,8,False,False,AWP,CMYK,2
,USD,447.26,447.26,447.26,447.26,1,False,False,AWP,CMYK,3
,USD,2.25,2.5300000000000002,2.38,2.37,6,False,False,AK-47,Crossfade,0
,USD,23.97,31.34,26.92,26.21,6,False,True,StatTrak™ M4A4,Turbine,4
,USD,4.29,5.33,4.78,4.74,3,False,True,StatTrak™ M4A4,Turbine,1
,USD,0.81,2.09,1.49,1.3900000000000001,23,False,True,StatTrak™ M4A4,Etch Lord,2
,USD,0.31,2.76,0.55,0.5,36,False,False,M4A4,Etch Lord,0
,USD,50.08,104.46,70.76,70.2,330,False,False,AK-47,Inheritance,3
,USD,0.34,0.8,0.51,0.52,76,False,False,M4A4,Etch Lord,2
,USD,2.01,6.92,3.06,2.89,66,False,True,StatTrak™ M4A4,Etch Lord,3
,USD,0.8,1.69,1.2,1.18,110,False,False,M4A4,Etch Lord,3
,USD,52.19,89.37,70.54,69.64,29,False,True,StatTrak™ AWP,Chrome Cannon,3
,USD,32.67,51.59,39.71,39.46,168,False,False,AWP,Chrome Cannon,3
,USD,21.38,34.81,28.69,28.98,155,False,False,AWP,Chrome Cannon,2
,USD,0.88,1.85,1.2,1.09,13,False,True,StatTrak™ M4A4,Etch Lord,1
,USD,0.62,3.5300000000000002,1.49,1.45,26,False,True,StatTrak™ M4A4,Etch Lord,0
,USD,0.28,0.52,0.42,0.42,37,False,False,M4A4,Etch Lord,1
,USD,30.94,66.57,47.38,46.96,664,False,False,AK-47,Inheritance,2
,USD,5.44,9.08,7.25,7.27,61,False,False,M4A4,Etch Lord,4
,USD,90.59,216.24,118.48,101.61,15,False,False,AWP,Chrome Cannon,4
,USD,73.69,142.67,93.73,91.44,76,False,True,StatTrak™ AK-47,Inheritance,2
,USD,144.58,194.95,163.9,166.62,45,False,True,StatTrak™ AK-47,Inheritance,3
,USD,21.52,35.53,26.44,26.69,76,False,False,AWP,Chrome Cannon,1
,USD,34.29,46.43,40.58,40.99,110,False,False,AK-47,Inheritance,0
,USD,36.84,48.42,43.57,43.95,22,False,True,StatTrak™ AWP,Chrome Cannon,2
,USD,20.24,29.02,25.42,25.43,54,False,False,AWP,Chrome Cannon,0
,USD,301.17,511.86,351.61,333.48,12,False,True,StatTrak™ AK-47,Inheritance,4
,USD,118.77,258.01,150.28,149.33,65,False,False,AK-47,Inheritance,4
,USD,32.59,51.22,44.49,45.06,25,False,False,AK-47,Inheritance,1
,USD,8.83,23.21,11.39,10.74,25,False,True,StatTrak™ M4A4,Etch Lord,4
,USD,25.28,34.82,31.48,32.5,11,False,True,StatTrak™ AWP,Chrome Cannon,1
,USD,65.54,91.78,78.91,76.54,11,False,True,StatTrak™ AK-47,Inheritance,0
,USD,80.14,89.99,87.07,87.92,6,False,True,StatTrak™ AK-47,Inheritance,1
,USD,156.86,252.51,195.57,186.46,4,False,True,StatTrak™ AWP,Chrome Cannon,4
,USD,0.64,5.36,1.03,0.92,244,False,False,AK-47,Olive Polycam,4
,USD,0.07,0.19,0.09,0.09,185,False,False,AK-47,Olive Polycam,2
,USD,0.08,1.2,0.19,0.12,25,False,False,AK-47,Olive Polycam,1
,USD,0.14,0.88,0.21,0.2,158,False,False,AK-47,Olive Polycam,3
,USD,1.92,1.92,1.92,1.92,1,True,False,,,
,USD,0.06,0.34,0.12,0.1,137,False,False,,,
,USD,2.17,3.83,2.58,2.5,111,False,False,AK-47,Crossfade,2
,USD,1.03,2.38,1.35,1.27,33,False,False,M4A4,Turbine,2
,USD,16.3,24.08,20.51,20.44,29,False,True,StatTrak™ AK-47,The Outsiders,2
,USD,2.68,8.8,3.98,3.93,42,False,False,M4A4,Turbine,3
,USD,18.77,29.02,23.61,22.93,15,False,False,M4A4,Turbine,4
,USD,5.8,31.36,8.76,8.64,112,False,False,AK-47,The Outsiders,2
,USD,6.87,9.26,7.5600000000000005,7.31,12,False,False,AK-47,The Outsiders,0
,USD,0.81,1.53,1.04,0.9500000000000001,8,False,False,M4A4,Turbine,0
,USD,11.61,20.32,16.74,16.32,54,False,False,AK-47,The Outsiders,3
,USD,23.21,65.81,32.97,32.93,220,False,False,AWP,Crakow!,2
,USD,0.07,0.23,0.12,0.09,17,False,False,AK-47,Olive Polycam,0
,USD,430.64,522.29,476.47,476.47,2,True,False,Souvenir M4A4,Eye of Horus,2
,USD,15.32,23.1,19.15,19.59,7,False,True,StatTrak™ AK-47,The Outsiders,1
,USD,6.13,10.02,7.65,7.38,14,False,False,AK-47,The Outsiders,1
,USD,12.41,19.29,14.98,14.94,24,False,False,M4A4,Polysoup,2
,USD,7.18,10.45,8.84,8.94,22,False,True,StatTrak™ M4A4,Turbine,3
,USD,3.08,12.8,3.86,3.7800000000000002,82,False,False,AK-47,Crossfade,3
,USD,49.97,93.18,66.63,65.95,103,False,False,AWP,Crakow!,3
,USD,522.29,910.48,684.1,680.14,10,False,False,AK-47,B the Monster,4
,USD,18.14,51.32,24.97,23.05,36,False,False,M4A4,Polysoup,3
,USD,345.57,345.57,345.57,345.57,1,True,False,Souvenir AWP,LongDog,3
,USD,113.43,276.79,172.84,172.9,131,False,False,AK-47,B the Monster,2
,USD,5.43,15.09,7.6,7.49,78,False,False,AK-47,Crossfade,4
,USD,19.01,38.3,24.8,24.51,78,False,False,AWP,Crakow!,1
,USD,228.83,408.7,290.55,289.5,81,False,False,AK-47,B the Monster,3
,USD,3.61,11.61,5.5,5.13,76,False,False,,,
,USD,2.68,4.06,3.38,3.4,24,False,True,StatTrak™ M4A4,Turbine,2
,USD,64.11,103.3,82.24,80.96,12,False,False,AK-47,The Outsiders,4
,USD,35.41,55.7,42.53,40.88,32,False,False,M4A4,Polysoup,4
,USD,104.46,223.09,165.5,174.47,23,False,False,AWP,Crakow!,4
